ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_battery_voltage,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-08-13T16:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T16:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T16:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T17:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T17:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T17:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T17:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T18:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T18:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T18:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-13T18:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
26.959337619578434,0.0,2024-08-13T19:00:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0000000000001,323.46802070753006,,PS_015,,,2.8593325066055097
26.42226832590333,0.0,2024-08-13T19:15:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0,306.5320438965409,,PS_015,,,2.4834690417531804
26.445835041051204,0.0,2024-08-13T19:30:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,283.51687837127906,,PS_015,,,1.7794497038817945
25.304925718323002,0.0,2024-08-13T19:45:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,120.8746139875501,,PS_015,,,1.3861535864340166
24.776435778521897,0.0,2024-08-13T20:00:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0,95.49935137882309,,PS_015,,,1.5885055255827212
23.806021968213944,0.0,2024-08-13T20:15:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,58.85133309496134,,PS_015,,,2.683299135670318
23.17833566380096,0.0,2024-08-13T20:30:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,32.52760749237343,,PS_015,,,3.0868804385871464
22.5603485300778,0.0,2024-08-13T20:45:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0,13.999334456107142,,PS_015,,,2.9397621660277977
22.00683898869,0.0,2024-08-13T21:00:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,629.9999999999999,-0.5607879612136794,,PS_015,,,3.40283892671133
21.51513287011553,0.0,2024-08-13T21:15:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,629.9999999999999,-2.324654024566638,,PS_015,,,2.888863191227086
20.837952790324852,0.0,2024-08-13T21:30:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,-2.0766840706406575,,PS_015,,,2.9012170390804677
20.623743451233832,0.0,2024-08-13T21:45:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0000000000001,-2.140546828645385,,PS_015,,,3.5684061138391945
19.759411329912346,0.0,2024-08-13T22:00:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0,-1.6750598857632344,,PS_015,,,2.990739515559186
19.66295670329513,0.0,2024-08-13T22:15:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0000000000001,-2.0599172657988367,,PS_015,,,3.6822979887561806
19.22291894528405,0.0,2024-08-13T22:30:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0,-1.911075048108063,,PS_015,,,3.5349174568865758
18.610671825482946,0.0,2024-08-13T22:45:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0000000000001,-1.813031628913037,,PS_015,,,3.2599073707126336
18.11300285756536,0.0,2024-08-13T23:00:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,-2.0583620128713442,,PS_015,,,3.536399021111485
18.12559653825812,0.0,2024-08-13T23:15:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,629.9999999999999,-2.3668785094328846,,PS_015,,,3.9578203383375303
18.298275310712196,0.0,2024-08-13T23:30:00Z,4,4,4,0,4,4,0,0,0,4,0.0,,,,,,,,630.0,-2.306097209721484,,PS_015,,,4.5253432778174005
18.36216395473169,0.0,2024-08-13T23:45:00Z,3,3,3,0,3,3,0,0,0,3,0.0,,,,,,,,630.0000000000001,-2.3916543592454804,,PS_015,,,4.330923666340558
18.28925981416994,0.0,2024-08-14T00:00:00Z,2,2,2,0,2,2,0,0,0,2,0.0,,,,,,,,630.0,-2.2659259816305175,,PS_015,,,5.632518274955258
,,2024-08-14T00:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T00:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T00:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T01:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T01:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T01:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T01:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T02:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T02:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T02:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T02:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T14:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T14:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T14:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T15:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T15:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T15:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T15:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T16:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T16:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T16:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T16:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T17:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T17:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T17:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T17:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T18:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T18:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T18:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T18:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T19:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T19:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T19:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T20:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T20:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T20:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T20:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T21:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T21:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T21:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T21:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T22:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T22:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T22:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T22:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T23:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T23:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T23:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-14T23:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T00:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T00:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T00:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T00:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T01:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T01:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T01:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T01:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T02:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T02:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T02:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T02:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
,,2024-08-15T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_015,,,
